Id,SalePrice
1909,140000
1910,174000
1911,222500
1912,240000
1913,133000
1914,109500
1915,392500
1916,115000
1917,240000
1918,175000
1919,123000
1920,124000
1921,325000
1922,222000
1923,215000
1924,158000
1925,228000
1926,385000
1927,135000
1928,190000
1929,107000
1930,151000
1931,139000
1932,127000
1933,170000
1934,190000
1935,185000
1936,190000
1937,240000
1938,173000
1939,175000
1940,149350
1941,181000
1942,161750
1943,213500
1944,325000
1945,377426
1946,124000
1947,385000
1948,137000
1949,159000
1950,140000
1951,190000
1952,175500
1953,222000
1954,170000
1955,155000
1956,190000
1957,135000
1958,200000
1959,188000
1960,157900
1961,112500
1962,88000
1963,145000
1964,106000
1965,172500
1966,147000
1967,318000
1968,555000
1969,374000
1970,315000
1971,335000
1972,335000
1973,214000
1974,325000
1975,275000
1976,220000
1977,315000
1978,325000
1979,136500
1980,202500
1981,224000
1982,131500
1983,172500
1984,172500
1985,235000
1986,246578
1987,159895
1988,156932
1989,183500
1990,195000
1991,224000
1992,214000
1993,181000
1994,162000
1995,176500
1996,285000
1997,285000
1998,215000
1999,199900
2000,333168
2001,187000
2002,250000
2003,309000
2004,187000
2005,184900
2006,202500
2007,232000
2008,229456
2009,294000
2010,187000
2011,147000
2012,248328
2013,173000
2014,173000
2015,187500
2016,253000
2017,187500
2018,232000
2019,141000
2020,125000
2021,157000
2022,135000
2023,139000
2024,205000
2025,410000
2026,146000
2027,148800
2028,146000
2029,155000
2030,196000
2031,196000
2032,196000
2033,196000
2034,155000
2035,336000
2036,172500
2037,158000
2038,212000
2039,324000
2040,187000
2041,270000
2042,189000
2043,171000
2044,175000
2045,147000
2046,112000
2047,145000
2048,144000
2049,124000
2050,122000
2051,144000
2052,112000
2053,202500
2054,173000
2055,132000
2056,147000
2057,132000
2058,205000
2059,129000
2060,149900
2061,215000
2062,145000
2063,131500
2064,110000
2065,119000
2066,171000
2067,170000
2068,141000
2069,100000
2070,105000
2071,108000
2072,117000
2073,207500
2074,190000
2075,135000
2076,110000
2077,210000
2078,127000
2079,105000
2080,112500
2081,145000
2082,141000
2083,135000
2084,115000
2085,112000
2086,107000
2087,117000
2088,295000
2089,110000
2090,177000
2091,93000
2092,152000
2093,105000
2094,115000
2095,136500
2096,109500
2097,128000
2098,110000
2099,132000
2100,67000
2101,115000
2102,120000
2103,117000
2104,137000
2105,112000
2106,85000
2107,114504
2108,135000
2109,115000
2110,130250
2111,110000
2112,119000
2113,126000
2114,118000
2115,126000
2116,132000
2117,117000
2118,117000
2119,100000
2120,104900
2121,98000
2122,119000
2123,126000
2124,119000
2125,91000
2126,189950
2127,139000
2128,117000
2129,110000
2130,98000
2131,102000
2132,104900
2133,110000
2134,105000
2135,110000
2136,55000
2137,107000
2138,129500
2139,158000
2140,201000
2141,215000
2142,148000
2143,294000
2144,129500
2145,189000
2146,149700
2147,220000
2148,160000
2149,175000
2150,149900
2151,127000
2152,123600
2153,141000
2154,92000
2155,139000
2156,175000
2157,260000
2158,215000
2159,175000
2160,219500
2161,279500
2162,235000
2163,297000
2164,158000
2165,143000
2166,82500
2167,192000
2168,211000
2169,223500
2170,231500
2171,142000
2172,142600
2173,85000
2174,224900
2175,237000
2176,297000
2177,183000
2178,192500
2179,155900
2180,235000
2181,230000
2182,224900
2183,179900
2184,190000
2185,215000
2186,153000
2187,190000
2188,177000
2189,106500
2190,82000
2191,39300
2192,109500
2193,141000
2194,112000
2195,145000
2196,137500
2197,129000
2198,256300
2199,129000
2200,177500
2201,145000
2202,200000
2203,240000
2204,159000
2205,239000
2206,165000
2207,230000
2208,185000
2209,133000
2210,88000
2211,119000
2212,125500
2213,79000
2214,190000
2215,113000
2216,169500
2217,109900
2218,176000
2219,105000
2220,160000
2221,392500
2222,275000
2223,213000
2224,189000
2225,112000
2226,134000
2227,215000
2228,501837
2229,270000
2230,202900
2231,340000
2232,175000
2233,147000
2234,312500
2235,201000
2236,270000
2237,220000
2238,206300
2239,84500
2240,165000
2241,151000
2242,153500
2243,127000
2244,83500
2245,91000
2246,244000
2247,127000
2248,145000
2249,127000
2250,149900
2251,160000
2252,135000
2253,178000
2254,168500
2255,193000
2256,188000
2257,189000
2258,222000
2259,240000
2260,213000
2261,286000
2262,335000
2263,325000
2264,250000
2265,160000
2266,335000
2267,374000
2268,311872
2269,142000
2270,236000
2271,185000
2272,190000
2273,165000
2274,213000
2275,153000
2276,207500
2277,170000
2278,144000
2279,147000
2280,124500
2281,236500
2282,181000
2283,119500
2284,234000
2285,128000
2286,100000
2287,318000
2288,147000
2289,207500
2290,335000
2291,485000
2292,275000
2293,318000
2294,325000
2295,337500
2296,239000
2297,345000
2298,325000
2299,214000
2300,290000
2301,446261
2302,220000
2303,214000
2304,239000
2305,196000
2306,196000
2307,196000
2308,202500
2309,274000
2310,172500
2311,202500
2312,112000
2313,181000
2314,179000
2315,183500
2316,156932
2317,259000
2318,225000
2319,174000
2320,174000
2321,246578
2322,159895
2323,194000
2324,199900
2325,181134
2326,199900
2327,174000
2328,183200
2329,173000
2330,215000
2331,290000
2332,340000
2333,236000
2334,174000
2335,337000
2336,290000
2337,232600
2338,369900
2339,245000
2340,385000
2341,250580
2342,307000
2343,307000
2344,189000
2345,186500
2346,208300
2347,250580
2348,252678
2349,186500
2350,345000
2351,182000
2352,232000
2353,317000
2354,103200
2355,103200
2356,155000
2357,250000
2358,310000
2359,189000
2360,115000
2361,152000
2362,250000
2363,157000
2364,110000
2365,196000
2366,202500
2367,202500
2368,208900
2369,199900
2370,179400
2371,183900
2372,108000
2373,239000
2374,175000
2375,270000
2376,179200
2377,375000
2378,112000
2379,169500
2380,165500
2381,179900
2382,185000
2383,179000
2384,173000
2385,157000
2386,158000
2387,134000
2388,101800
2389,127000
2390,190000
2391,214000
2392,123000
2393,124500
2394,148000
2395,177500
2396,128000
2397,167000
2398,135500
2399,102000
2400,89500
2401,217000
2402,167000
2403,110000
2404,165500
2405,171000
2406,180000
2407,135000
2408,156000
2409,174000
2410,175500
2411,145000
2412,187500
2413,128900
2414,82500
2415,125000
2416,120500
2417,139400
2418,152000
2419,135000
2420,152000
2421,139400
2422,132000
2423,108000
2424,128500
2425,170000
2426,220000
2427,147000
2428,301000
2429,112000
2430,145000
2431,210000
2432,128900
2433,167000
2434,112500
2435,115000
2436,133000
2437,155000
2438,148000
2439,115000
2440,128000
2441,137000
2442,100000
2443,135000
2444,120000
2445,125000
2446,137500
2447,239000
2448,117500
2449,129500
2450,185000
2451,155000
2452,196500
2453,112000
2454,170000
2455,240000
2456,128000
2457,98000
2458,235000
2459,118400
2460,105000
2461,117000
2462,154900
2463,105000
2464,114504
2465,214500
2466,110000
2467,155000
2468,107000
2469,137000
2470,197900
2471,135500
2472,159000
2473,140000
2474,200000
2475,140000
2476,129900
2477,107000
2478,148000
2479,115000
2480,137000
2481,143000
2482,129500
2483,143000
2484,175500
2485,117000
2486,154000
2487,210000
2488,159000
2489,180000
2490,139000
2491,93000
2492,235000
2493,110000
2494,111250
2495,115000
2496,160000
2497,136900
2498,145000
2499,144000
2500,143000
2501,156000
2502,139000
2503,117000
2504,170000
2505,215200
2506,279500
2507,236500
2508,279500
2509,230000
2510,230000
2511,187100
2512,192000
2513,250000
2514,190000
2515,156000
2516,231500
2517,82500
2518,82500
2519,237000
2520,224900
2521,191000
2522,231500
2523,128500
2524,148000
2525,132500
2526,122000
2527,112500
2528,124000
2529,82500
2530,145000
2531,235000
2532,185900
2533,219500
2534,172500
2535,237000
2536,237000
2537,260000
2538,173900
2539,194000
2540,187100
2541,219500
2542,183000
2543,149900
2544,127500
2545,131000
2546,130000
2547,132500
2548,107500
2549,185000
2550,240000
2551,137500
2552,139400
2553,100000
2554,81000
2555,105000
2556,100000
2557,108000
2558,139000
2559,100000
2560,105000
2561,140000
2562,219500
2563,113000
2564,178000
2565,144000
2566,256000
2567,127500
2568,128000
2569,157000
2570,145000
2571,178000
2572,136500
2573,222000
2574,180000
2575,105000
2576,143000
2577,200000
2578,100000
2579,144000
2580,160000
2581,109000
2582,109500
2583,144000
2584,159500
2585,132000
2586,159000
2587,129900
2588,194000
2589,146800
2590,215000
2591,167500
2592,201000
2593,265900
2594,175000
2595,201000
2596,312500
2597,227680
2598,354000
2599,250000
2600,170000
2601,193000
2602,127000
2603,91000
2604,118000
2605,112000
2606,149900
2607,215000
2608,196000
2609,162000
2610,147000
2611,190000
2612,149900
2613,119500
2614,123000
2615,190000
2616,128500
2617,128500
2618,220000
2619,179900
2620,215000
2621,188000
2622,215000
2623,195000
2624,240000
2625,201000
2626,185000
2627,99500
2628,325000
2629,556581
2630,239000
2631,320000
2632,325300
2633,254000
2634,275000
2635,148000
2636,179000
2637,157000
2638,263435
2639,176000
2640,135000
2641,123000
2642,207500
2643,106000
2644,118000
2645,118000
2646,100000
2647,83000
2648,177500
2649,134000
2650,128000
2651,146000
2652,239000
2653,256300
2654,256300
2655,275000
2656,325300
2657,335000
2658,225000
2659,239000
2660,335000
2661,440000
2662,325000
2663,325000
2664,319900
2665,277500
2666,319900
2667,178900
2668,178900
2669,181134
2670,222500
2671,190000
2672,246578
2673,246578
2674,246578
2675,167240
2676,179540
2677,190000
2678,240000
2679,284000
2680,255000
2681,290000
2682,200000
2683,250000
2684,290000
2685,301000
2686,556581
2687,157000
2688,124500
2689,208300
2690,254900
2691,186500
2692,128950
2693,395000
2694,103200
2695,275500
2696,250000
2697,189000
2698,280000
2699,179200
2700,80000
2701,173000
2702,110000
2703,112000
2704,127000
2705,110000
2706,158000
2707,127000
2708,122000
2709,122000
2710,128500
2711,187000
2712,260000
2713,197000
2714,147400
2715,183900
2716,199900
2717,239000
2718,149350
2719,162000
2720,155000
2721,124500
2722,177500
2723,139000
2724,123000
2725,134500
2726,147000
2727,85000
2728,181000
2729,197000
2730,111000
2731,142000
2732,236500
2733,180000
2734,160000
2735,130000
2736,210000
2737,122000
2738,124000
2739,134500
2740,110000
2741,179900
2742,152000
2743,155000
2744,163000
2745,149000
2746,153500
2747,152000
2748,155000
2749,163000
2750,130000
2751,167000
2752,190000
2753,180000
2754,160000
2755,135000
2756,137500
2757,137500
2758,117000
2759,161000
2760,68400
2761,148000
2762,213000
2763,180000
2764,155000
2765,187500
2766,127000
2767,90000
2768,88000
2769,167000
2770,105000
2771,143000
2772,81000
2773,147000
2774,135000
2775,105000
2776,117000
2777,127000
2778,178000
2779,135000
2780,98000
2781,91000
2782,112000
2783,135000
2784,125000
2785,135000
2786,100000
2787,105000
2788,108000
2789,125500
2790,113000
2791,107900
2792,102000
2793,230000
2794,106000
2795,100000
2796,124000
2797,127000
2798,135000
2799,132500
2800,84500
2801,98000
2802,135000
2803,149350
2804,93000
2805,109500
2806,125500
2807,147000
2808,135000
2809,158000
2810,120000
2811,144000
2812,167500
2813,99500
2814,136500
2815,137500
2816,143000
2817,139400
2818,147000
2819,235000
2820,145000
2821,210000
2822,240000
2823,230000
2824,130000
2825,149900
2826,174000
2827,100000
2828,175000
2829,151000
2830,173900
2831,217000
2832,157000
2833,203000
2834,240000
2835,230000
2836,222500
2837,126000
2838,181000
2839,192500
2840,235000
2841,231500
2842,235000
2843,187500
2844,128200
2845,118000
2846,230000
2847,237000
2848,179900
2849,173900
2850,222500
2851,191000
2852,222500
2853,274300
2854,131500
2855,126000
2856,173900
2857,174000
2858,217000
2859,210000
2860,88000
2861,149900
2862,230000
2863,84500
2864,274725
2865,140000
2866,130000
2867,149000
2868,104900
2869,115000
2870,190000
2871,102000
2872,98000
2873,134900
2874,105000
2875,139000
2876,129000
2877,159500
2878,177000
2879,110000
2880,105000
2881,155000
2882,131000
2883,130500
2884,190000
2885,233230
2886,169500
2887,115000
2888,127000
2889,93000
2890,109500
2891,135000
2892,82000
2893,81000
2894,160000
2895,165500
2896,275000
2897,180000
2898,124000
2899,179900
2900,197900
2901,175000
2902,270000
2903,394432
2904,369900
2905,98000
2906,140000
2907,151000
2908,134500
2909,151500
2910,80000
2911,88000
2912,172500
2913,88000
2914,113000
2915,127000
2916,88000
2917,135000
2918,127000
2919,187500
